"year","level","nuts","type.of.building","value","measure"
2018,"nuts3","SE212","all",1725.20916920121,"price_m2"
2019,"nuts3","SE212","all",1683.43181837838,"price_m2"
2020,"nuts3","SE212","all",1727.84738635503,"price_m2"
2021,"nuts3","SE212","all",1824.62891784089,"price_m2"
2022,"nuts3","SE212","all",1870.24201879103,"price_m2"
2023,"nuts3","SE212","all",1784.06703398195,"price_m2"
2024,"nuts3","SE212","all",1846.37806469883,"price_m2"
2013,"nuts3","SE212","flat",1701.29947936754,"price_m2"
2014,"nuts3","SE212","flat",1806.14395754797,"price_m2"
2015,"nuts3","SE212","flat",1896.98715140266,"price_m2"
2016,"nuts3","SE212","flat",2000.19762208732,"price_m2"
2017,"nuts3","SE212","flat",2099.77374342503,"price_m2"
2018,"nuts3","SE212","flat",2166.65702238241,"price_m2"
2019,"nuts3","SE212","flat",2112.08264617156,"price_m2"
2020,"nuts3","SE212","flat",2168.32762862487,"price_m2"
2021,"nuts3","SE212","flat",2290.90917447054,"price_m2"
2022,"nuts3","SE212","flat",2363.20191821815,"price_m2"
2023,"nuts3","SE212","flat",2255.64760612795,"price_m2"
2024,"nuts3","SE212","flat",2340.36278850377,"price_m2"
2013,"nuts3","SE212","house",1188.7220246572,"price_m2"
2014,"nuts3","SE212","house",1240.73399957424,"price_m2"
2015,"nuts3","SE212","house",1301.96042554308,"price_m2"
2016,"nuts3","SE212","house",1372.45817910577,"price_m2"
2017,"nuts3","SE212","house",1441.44548138491,"price_m2"
2018,"nuts3","SE212","house",1486.4905305681,"price_m2"
2019,"nuts3","SE212","house",1449.01466524679,"price_m2"
2020,"nuts3","SE212","house",1486.32849441406,"price_m2"
2021,"nuts3","SE212","house",1569.30526212032,"price_m2"
2022,"nuts3","SE212","house",1608.39188224039,"price_m2"
2023,"nuts3","SE212","house",1532.90714847839,"price_m2"
2024,"nuts3","SE212","house",1581.06795382875,"price_m2"
2013,"nuts3","SE213","all",1236.35888337598,"price_m2"
2014,"nuts3","SE213","all",1307.50820058555,"price_m2"
2015,"nuts3","SE213","all",1359.94567474492,"price_m2"
2016,"nuts3","SE213","all",1452.11180454134,"price_m2"
2017,"nuts3","SE213","all",1524.6383617932,"price_m2"
2018,"nuts3","SE213","all",1578.92249920105,"price_m2"
2019,"nuts3","SE213","all",1535.39658342474,"price_m2"
2020,"nuts3","SE213","all",1609.10504787404,"price_m2"
2021,"nuts3","SE213","all",1699.88972498314,"price_m2"
2022,"nuts3","SE213","all",1763.95417168152,"price_m2"
2023,"nuts3","SE213","all",1695.27482657915,"price_m2"
2024,"nuts3","SE213","all",1767.13793254049,"price_m2"
2013,"nuts3","SE213","flat",1382.27322866754,"price_m2"
2014,"nuts3","SE213","flat",1461.68190348553,"price_m2"
2015,"nuts3","SE213","flat",1520.80190802043,"price_m2"
2016,"nuts3","SE213","flat",1627.35743873838,"price_m2"
2017,"nuts3","SE213","flat",1714.04500323768,"price_m2"
2018,"nuts3","SE213","flat",1782.37821997194,"price_m2"
2019,"nuts3","SE213","flat",1736.62723232759,"price_m2"
2020,"nuts3","SE213","flat",1820.97223888943,"price_m2"
2021,"nuts3","SE213","flat",1922.77280277827,"price_m2"
2022,"nuts3","SE213","flat",1998.85655478774,"price_m2"
2023,"nuts3","SE213","flat",1911.78813338302,"price_m2"
2024,"nuts3","SE213","flat",1981.32429440586,"price_m2"
2013,"nuts3","SE213","house",1177.51186766141,"price_m2"
2014,"nuts3","SE213","house",1242.30548987675,"price_m2"
2015,"nuts3","SE213","house",1291.05733296984,"price_m2"
2016,"nuts3","SE213","house",1376.96971793767,"price_m2"
2017,"nuts3","SE213","house",1443.36535247264,"price_m2"
2018,"nuts3","SE213","house",1490.78382744659,"price_m2"
2019,"nuts3","SE213","house",1446.93599835749,"price_m2"
2020,"nuts3","SE213","house",1515.70727142428,"price_m2"
2021,"nuts3","SE213","house",1602.3601620738,"price_m2"
2022,"nuts3","SE213","house",1661.10609036966,"price_m2"
2023,"nuts3","SE213","house",1599.56765722424,"price_m2"
2024,"nuts3","SE213","house",1670.7267311129,"price_m2"
2013,"nuts3","SE214","all",2373,"price_m2"
2014,"nuts3","SE214","all",2459,"price_m2"
2015,"nuts3","SE214","all",2574,"price_m2"
2016,"nuts3","SE214","all",2760,"price_m2"
2017,"nuts3","SE214","all",2919,"price_m2"
2018,"nuts3","SE214","all",3031,"price_m2"
2019,"nuts3","SE214","all",3008,"price_m2"
2020,"nuts3","SE214","all",3185,"price_m2"
2021,"nuts3","SE214","all",3409,"price_m2"
2022,"nuts3","SE214","all",3567,"price_m2"
2023,"nuts3","SE214","all",3545,"price_m2"
2024,"nuts3","SE214","all",3733,"price_m2"
2013,"nuts3","SE214","flat",2546,"price_m2"
2014,"nuts3","SE214","flat",2637,"price_m2"
2015,"nuts3","SE214","flat",2762,"price_m2"
2016,"nuts3","SE214","flat",2961,"price_m2"
2017,"nuts3","SE214","flat",3131,"price_m2"
2018,"nuts3","SE214","flat",3251,"price_m2"
2019,"nuts3","SE214","flat",3227,"price_m2"
2020,"nuts3","SE214","flat",3416,"price_m2"
2021,"nuts3","SE214","flat",3657,"price_m2"
2022,"nuts3","SE214","flat",3826,"price_m2"
2023,"nuts3","SE214","flat",3803,"price_m2"
2024,"nuts3","SE214","flat",4005,"price_m2"
2013,"nuts3","SE214","house",2007,"price_m2"
2014,"nuts3","SE214","house",2079,"price_m2"
2015,"nuts3","SE214","house",2177,"price_m2"
2016,"nuts3","SE214","house",2334,"price_m2"
2017,"nuts3","SE214","house",2468,"price_m2"
2018,"nuts3","SE214","house",2563,"price_m2"
2019,"nuts3","SE214","house",2544,"price_m2"
2020,"nuts3","SE214","house",2693,"price_m2"
2021,"nuts3","SE214","house",2883,"price_m2"
2022,"nuts3","SE214","house",3016,"price_m2"
2023,"nuts3","SE214","house",2998,"price_m2"
2024,"nuts3","SE214","house",3157,"price_m2"
2013,"nuts2","SE22","all",2012,"price_m2"
2014,"nuts2","SE22","all",2067,"price_m2"
2015,"nuts2","SE22","all",2167,"price_m2"
2016,"nuts2","SE22","all",2303,"price_m2"
2017,"nuts2","SE22","all",2431,"price_m2"
2018,"nuts2","SE22","all",2523,"price_m2"
2019,"nuts2","SE22","all",2491,"price_m2"
2020,"nuts2","SE22","all",2593,"price_m2"
2021,"nuts2","SE22","all",2780,"price_m2"
2022,"nuts2","SE22","all",2862,"price_m2"
2023,"nuts2","SE22","all",2729,"price_m2"
2024,"nuts2","SE22","all",2822,"price_m2"
2013,"nuts2","SE22","flat",2240,"price_m2"
2014,"nuts2","SE22","flat",2291,"price_m2"
2015,"nuts2","SE22","flat",2405,"price_m2"
2016,"nuts2","SE22","flat",2556,"price_m2"
2017,"nuts2","SE22","flat",2698,"price_m2"
2018,"nuts2","SE22","flat",2798,"price_m2"
2019,"nuts2","SE22","flat",2766,"price_m2"
2020,"nuts2","SE22","flat",2878,"price_m2"
2021,"nuts2","SE22","flat",3081,"price_m2"
2022,"nuts2","SE22","flat",3169,"price_m2"
2023,"nuts2","SE22","flat",3009,"price_m2"
2024,"nuts2","SE22","flat",3107,"price_m2"
2013,"nuts2","SE22","house",1892,"price_m2"
2014,"nuts2","SE22","house",1949,"price_m2"
2015,"nuts2","SE22","house",2040,"price_m2"
2016,"nuts2","SE22","house",2165,"price_m2"
2017,"nuts2","SE22","house",2284,"price_m2"
2018,"nuts2","SE22","house",2368,"price_m2"
2019,"nuts2","SE22","house",2331,"price_m2"
2020,"nuts2","SE22","house",2426,"price_m2"
2021,"nuts2","SE22","house",2601,"price_m2"
2022,"nuts2","SE22","house",2678,"price_m2"
2023,"nuts2","SE22","house",2559,"price_m2"
2024,"nuts2","SE22","house",2648,"price_m2"
2013,"nuts2","SE11","all",4754,"price_m2"
2014,"nuts2","SE11","all",5105,"price_m2"
2015,"nuts2","SE11","all",5391,"price_m2"
2016,"nuts2","SE11","all",5626,"price_m2"
2017,"nuts2","SE11","all",5806,"price_m2"
2018,"nuts2","SE11","all",5771,"price_m2"
2019,"nuts2","SE11","all",5643,"price_m2"
2020,"nuts2","SE11","all",5818,"price_m2"
2021,"nuts2","SE11","all",6224,"price_m2"
2022,"nuts2","SE11","all",6372,"price_m2"
2023,"nuts2","SE11","all",6060,"price_m2"
2024,"nuts2","SE11","all",6130,"price_m2"
2013,"nuts2","SE11","flat",5299,"price_m2"
2014,"nuts2","SE11","flat",5729,"price_m2"
2015,"nuts2","SE11","flat",6046,"price_m2"
2016,"nuts2","SE11","flat",6309,"price_m2"
2017,"nuts2","SE11","flat",6511,"price_m2"
2018,"nuts2","SE11","flat",6469,"price_m2"
2019,"nuts2","SE11","flat",6319,"price_m2"
2020,"nuts2","SE11","flat",6510,"price_m2"
2021,"nuts2","SE11","flat",6960,"price_m2"
2022,"nuts2","SE11","flat",7123,"price_m2"
2023,"nuts2","SE11","flat",6763,"price_m2"
2024,"nuts2","SE11","flat",6830,"price_m2"
2013,"nuts2","SE11","house",3772,"price_m2"
2014,"nuts2","SE11","house",3984,"price_m2"
2015,"nuts2","SE11","house",4203,"price_m2"
2016,"nuts2","SE11","house",4378,"price_m2"
2017,"nuts2","SE11","house",4513,"price_m2"
2018,"nuts2","SE11","house",4482,"price_m2"
2019,"nuts2","SE11","house",4382,"price_m2"
2020,"nuts2","SE11","house",4526,"price_m2"
2021,"nuts2","SE11","house",4842,"price_m2"
2022,"nuts2","SE11","house",4959,"price_m2"
2023,"nuts2","SE11","house",4728,"price_m2"
2024,"nuts2","SE11","house",4796,"price_m2"
2013,"nuts2","SE23","all",2407,"price_m2"
2014,"nuts2","SE23","all",2522,"price_m2"
2015,"nuts2","SE23","all",2675,"price_m2"
2016,"nuts2","SE23","all",2810,"price_m2"
2017,"nuts2","SE23","all",2966,"price_m2"
2018,"nuts2","SE23","all",3052,"price_m2"
2019,"nuts2","SE23","all",3056,"price_m2"
2020,"nuts2","SE23","all",3137,"price_m2"
2021,"nuts2","SE23","all",3308,"price_m2"
2022,"nuts2","SE23","all",3381,"price_m2"
2023,"nuts2","SE23","all",3198,"price_m2"
2024,"nuts2","SE23","all",3270,"price_m2"
2013,"nuts2","SE23","flat",2900,"price_m2"
2014,"nuts2","SE23","flat",3048,"price_m2"
2015,"nuts2","SE23","flat",3234,"price_m2"
2016,"nuts2","SE23","flat",3394,"price_m2"
2017,"nuts2","SE23","flat",3574,"price_m2"
2018,"nuts2","SE23","flat",3679,"price_m2"
2019,"nuts2","SE23","flat",3686,"price_m2"
2020,"nuts2","SE23","flat",3772,"price_m2"
2021,"nuts2","SE23","flat",3968,"price_m2"
2022,"nuts2","SE23","flat",4042,"price_m2"
2023,"nuts2","SE23","flat",3801,"price_m2"
2024,"nuts2","SE23","flat",3879,"price_m2"
2013,"nuts2","SE23","house",2062,"price_m2"
2014,"nuts2","SE23","house",2153,"price_m2"
2015,"nuts2","SE23","house",2281,"price_m2"
2016,"nuts2","SE23","house",2395,"price_m2"
2017,"nuts2","SE23","house",2531,"price_m2"
2018,"nuts2","SE23","house",2603,"price_m2"
2019,"nuts2","SE23","house",2604,"price_m2"
2020,"nuts2","SE23","house",2677,"price_m2"
2021,"nuts2","SE23","house",2825,"price_m2"
2022,"nuts2","SE23","house",2891,"price_m2"
2023,"nuts2","SE23","house",2744,"price_m2"
2024,"nuts2","SE23","house",2811,"price_m2"
2013,"nuts2","SE31","all",1202,"price_m2"
2014,"nuts2","SE31","all",1265,"price_m2"
2015,"nuts2","SE31","all",1339,"price_m2"
2016,"nuts2","SE31","all",1417,"price_m2"
2017,"nuts2","SE31","all",1500,"price_m2"
2018,"nuts2","SE31","all",1563,"price_m2"
2019,"nuts2","SE31","all",1554,"price_m2"
2020,"nuts2","SE31","all",1613,"price_m2"
2021,"nuts2","SE31","all",1723,"price_m2"
2022,"nuts2","SE31","all",1793,"price_m2"
2023,"nuts2","SE31","all",1735,"price_m2"
2024,"nuts2","SE31","all",1798,"price_m2"
2013,"nuts2","SE31","flat",1343,"price_m2"
2014,"nuts2","SE31","flat",1421,"price_m2"
2015,"nuts2","SE31","flat",1503,"price_m2"
2016,"nuts2","SE31","flat",1589,"price_m2"
2017,"nuts2","SE31","flat",1683,"price_m2"
2018,"nuts2","SE31","flat",1756,"price_m2"
2019,"nuts2","SE31","flat",1744,"price_m2"
2020,"nuts2","SE31","flat",1806,"price_m2"
2021,"nuts2","SE31","flat",1929,"price_m2"
2022,"nuts2","SE31","flat",2006,"price_m2"
2023,"nuts2","SE31","flat",1935,"price_m2"
2024,"nuts2","SE31","flat",1996,"price_m2"
2013,"nuts2","SE31","house",1128,"price_m2"
2014,"nuts2","SE31","house",1186,"price_m2"
2015,"nuts2","SE31","house",1254,"price_m2"
2016,"nuts2","SE31","house",1327,"price_m2"
2017,"nuts2","SE31","house",1405,"price_m2"
2018,"nuts2","SE31","house",1462,"price_m2"
2019,"nuts2","SE31","house",1454,"price_m2"
2020,"nuts2","SE31","house",1509,"price_m2"
2021,"nuts2","SE31","house",1611,"price_m2"
2022,"nuts2","SE31","house",1676,"price_m2"
2023,"nuts2","SE31","house",1623,"price_m2"
2024,"nuts2","SE31","house",1682,"price_m2"
2013,"nuts2","SE12","all",1881,"price_m2"
2014,"nuts2","SE12","all",1979,"price_m2"
2015,"nuts2","SE12","all",2104,"price_m2"
2016,"nuts2","SE12","all",2215,"price_m2"
2017,"nuts2","SE12","all",2335,"price_m2"
2018,"nuts2","SE12","all",2400,"price_m2"
2019,"nuts2","SE12","all",2385,"price_m2"
2020,"nuts2","SE12","all",2454,"price_m2"
2021,"nuts2","SE12","all",2618,"price_m2"
2022,"nuts2","SE12","all",2668,"price_m2"
2023,"nuts2","SE12","all",2544,"price_m2"
2024,"nuts2","SE12","all",2574,"price_m2"
2013,"nuts2","SE12","flat",2073,"price_m2"
2014,"nuts2","SE12","flat",2185,"price_m2"
2015,"nuts2","SE12","flat",2321,"price_m2"
2016,"nuts2","SE12","flat",2443,"price_m2"
2017,"nuts2","SE12","flat",2574,"price_m2"
2018,"nuts2","SE12","flat",2647,"price_m2"
2019,"nuts2","SE12","flat",2622,"price_m2"
2020,"nuts2","SE12","flat",2695,"price_m2"
2021,"nuts2","SE12","flat",2872,"price_m2"
2022,"nuts2","SE12","flat",2920,"price_m2"
2023,"nuts2","SE12","flat",2779,"price_m2"
2024,"nuts2","SE12","flat",2809,"price_m2"
2013,"nuts2","SE12","house",1703,"price_m2"
2014,"nuts2","SE12","house",1785,"price_m2"
2015,"nuts2","SE12","house",1899,"price_m2"
2016,"nuts2","SE12","house",2002,"price_m2"
2017,"nuts2","SE12","house",2111,"price_m2"
2018,"nuts2","SE12","house",2169,"price_m2"
2019,"nuts2","SE12","house",2160,"price_m2"
2020,"nuts2","SE12","house",2224,"price_m2"
2021,"nuts2","SE12","house",2374,"price_m2"
2022,"nuts2","SE12","house",2422,"price_m2"
2023,"nuts2","SE12","house",2313,"price_m2"
2024,"nuts2","SE12","house",2341,"price_m2"
2013,"nuts2","SE32","all",998,"price_m2"
2014,"nuts2","SE32","all",1044,"price_m2"
2015,"nuts2","SE32","all",1104,"price_m2"
2016,"nuts2","SE32","all",1165,"price_m2"
2017,"nuts2","SE32","all",1225,"price_m2"
2018,"nuts2","SE32","all",1268,"price_m2"
2019,"nuts2","SE32","all",1264,"price_m2"
2020,"nuts2","SE32","all",1328,"price_m2"
2021,"nuts2","SE32","all",1440,"price_m2"
2022,"nuts2","SE32","all",1520,"price_m2"
2023,"nuts2","SE32","all",1494,"price_m2"
2024,"nuts2","SE32","all",1538,"price_m2"
2013,"nuts2","SE32","flat",1227,"price_m2"
2014,"nuts2","SE32","flat",1282,"price_m2"
2015,"nuts2","SE32","flat",1353,"price_m2"
2016,"nuts2","SE32","flat",1424,"price_m2"
2017,"nuts2","SE32","flat",1493,"price_m2"
2018,"nuts2","SE32","flat",1543,"price_m2"
2019,"nuts2","SE32","flat",1530,"price_m2"
2020,"nuts2","SE32","flat",1605,"price_m2"
2021,"nuts2","SE32","flat",1740,"price_m2"
2022,"nuts2","SE32","flat",1836,"price_m2"
2023,"nuts2","SE32","flat",1801,"price_m2"
2024,"nuts2","SE32","flat",1847,"price_m2"
2013,"nuts2","SE32","house",965,"price_m2"
2014,"nuts2","SE32","house",1008,"price_m2"
2015,"nuts2","SE32","house",1067,"price_m2"
2016,"nuts2","SE32","house",1127,"price_m2"
2017,"nuts2","SE32","house",1185,"price_m2"
2018,"nuts2","SE32","house",1227,"price_m2"
2019,"nuts2","SE32","house",1225,"price_m2"
2020,"nuts2","SE32","house",1288,"price_m2"
2021,"nuts2","SE32","house",1395,"price_m2"
2022,"nuts2","SE32","house",1471,"price_m2"
2023,"nuts2","SE32","house",1448,"price_m2"
2024,"nuts2","SE32","house",1496,"price_m2"
2013,"nuts2","SE33","all",1320,"price_m2"
2014,"nuts2","SE33","all",1401,"price_m2"
2015,"nuts2","SE33","all",1496,"price_m2"
2016,"nuts2","SE33","all",1534,"price_m2"
2017,"nuts2","SE33","all",1612,"price_m2"
2018,"nuts2","SE33","all",1661,"price_m2"
2019,"nuts2","SE33","all",1665,"price_m2"
2020,"nuts2","SE33","all",1748,"price_m2"
2021,"nuts2","SE33","all",1880,"price_m2"
2022,"nuts2","SE33","all",1980,"price_m2"
2023,"nuts2","SE33","all",1929,"price_m2"
2024,"nuts2","SE33","all",2001,"price_m2"
2013,"nuts2","SE33","flat",1729,"price_m2"
2014,"nuts2","SE33","flat",1835,"price_m2"
2015,"nuts2","SE33","flat",1954,"price_m2"
2016,"nuts2","SE33","flat",1998,"price_m2"
2017,"nuts2","SE33","flat",2098,"price_m2"
2018,"nuts2","SE33","flat",2152,"price_m2"
2019,"nuts2","SE33","flat",2145,"price_m2"
2020,"nuts2","SE33","flat",2250,"price_m2"
2021,"nuts2","SE33","flat",2418,"price_m2"
2022,"nuts2","SE33","flat",2543,"price_m2"
2023,"nuts2","SE33","flat",2464,"price_m2"
2024,"nuts2","SE33","flat",2538,"price_m2"
2013,"nuts2","SE33","house",1123,"price_m2"
2014,"nuts2","SE33","house",1187,"price_m2"
2015,"nuts2","SE33","house",1269,"price_m2"
2016,"nuts2","SE33","house",1302,"price_m2"
2017,"nuts2","SE33","house",1368,"price_m2"
2018,"nuts2","SE33","house",1411,"price_m2"
2019,"nuts2","SE33","house",1421,"price_m2"
2020,"nuts2","SE33","house",1491,"price_m2"
2021,"nuts2","SE33","house",1602,"price_m2"
2022,"nuts2","SE33","house",1688,"price_m2"
2023,"nuts2","SE33","house",1647,"price_m2"
2024,"nuts2","SE33","house",1715,"price_m2"
2013,"nuts2","SE21","all",1411,"price_m2"
2014,"nuts2","SE21","all",1479,"price_m2"
2015,"nuts2","SE21","all",1556,"price_m2"
2016,"nuts2","SE21","all",1652,"price_m2"
2017,"nuts2","SE21","all",1751,"price_m2"
2018,"nuts2","SE21","all",1815,"price_m2"
2019,"nuts2","SE21","all",1779,"price_m2"
2020,"nuts2","SE21","all",1850,"price_m2"
2021,"nuts2","SE21","all",1957,"price_m2"
2022,"nuts2","SE21","all",2024,"price_m2"
2023,"nuts2","SE21","all",1941,"price_m2"
2024,"nuts2","SE21","all",2000,"price_m2"
2013,"nuts2","SE21","flat",1626,"price_m2"
2014,"nuts2","SE21","flat",1709,"price_m2"
2015,"nuts2","SE21","flat",1799,"price_m2"
2016,"nuts2","SE21","flat",1911,"price_m2"
2017,"nuts2","SE21","flat",2027,"price_m2"
2018,"nuts2","SE21","flat",2103,"price_m2"
2019,"nuts2","SE21","flat",2060,"price_m2"
2020,"nuts2","SE21","flat",2141,"price_m2"
2021,"nuts2","SE21","flat",2264,"price_m2"
2022,"nuts2","SE21","flat",2346,"price_m2"
2023,"nuts2","SE21","flat",2244,"price_m2"
2024,"nuts2","SE21","flat",2305,"price_m2"
2013,"nuts2","SE21","house",1286,"price_m2"
2014,"nuts2","SE21","house",1343,"price_m2"
2015,"nuts2","SE21","house",1413,"price_m2"
2016,"nuts2","SE21","house",1500,"price_m2"
2017,"nuts2","SE21","house",1587,"price_m2"
2018,"nuts2","SE21","house",1645,"price_m2"
2019,"nuts2","SE21","house",1610,"price_m2"
2020,"nuts2","SE21","house",1675,"price_m2"
2021,"nuts2","SE21","house",1772,"price_m2"
2022,"nuts2","SE21","house",1831,"price_m2"
2023,"nuts2","SE21","house",1757,"price_m2"
2024,"nuts2","SE21","house",1811,"price_m2"
2013,"nuts1","SE2","all",2061,"price_m2"
2014,"nuts1","SE2","all",2145,"price_m2"
2015,"nuts1","SE2","all",2265,"price_m2"
2016,"nuts1","SE2","all",2392,"price_m2"
2017,"nuts1","SE2","all",2527,"price_m2"
2018,"nuts1","SE2","all",2610,"price_m2"
2019,"nuts1","SE2","all",2594,"price_m2"
2020,"nuts1","SE2","all",2680,"price_m2"
2021,"nuts1","SE2","all",2844,"price_m2"
2022,"nuts1","SE2","all",2919,"price_m2"
2023,"nuts1","SE2","all",2774,"price_m2"
2024,"nuts1","SE2","all",2851,"price_m2"
2013,"nuts1","SE2","flat",2449,"price_m2"
2014,"nuts1","SE2","flat",2550,"price_m2"
2015,"nuts1","SE2","flat",2695,"price_m2"
2016,"nuts1","SE2","flat",2843,"price_m2"
2017,"nuts1","SE2","flat",2999,"price_m2"
2018,"nuts1","SE2","flat",3096,"price_m2"
2019,"nuts1","SE2","flat",3080,"price_m2"
2020,"nuts1","SE2","flat",3173,"price_m2"
2021,"nuts1","SE2","flat",3359,"price_m2"
2022,"nuts1","SE2","flat",3439,"price_m2"
2023,"nuts1","SE2","flat",3250,"price_m2"
2024,"nuts1","SE2","flat",3333,"price_m2"
2013,"nuts1","SE2","house",1823,"price_m2"
2014,"nuts1","SE2","house",1895,"price_m2"
2015,"nuts1","SE2","house",1997,"price_m2"
2016,"nuts1","SE2","house",2108,"price_m2"
2017,"nuts1","SE2","house",2228,"price_m2"
2018,"nuts1","SE2","house",2301,"price_m2"
2019,"nuts1","SE2","house",2281,"price_m2"
2020,"nuts1","SE2","house",2360,"price_m2"
2021,"nuts1","SE2","house",2505,"price_m2"
2022,"nuts1","SE2","house",2574,"price_m2"
2023,"nuts1","SE2","house",2453,"price_m2"
2024,"nuts1","SE2","house",2525,"price_m2"
