"Year","Quarter","County","Type of purchase-sale contract","Indicator","value"
"2007","2nd quarter","Hiiu county","Purchase-sale contracts total","Number of contracts",76
"2007","2nd quarter","Hiiu county","Purchase-sale contracts total","Value of contracts, thousand euros",1469.4
"2007","2nd quarter","Hiiu county","Purchase-sale contracts of real estate","Number of contracts",76
"2007","2nd quarter","Hiiu county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",1469.4
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",45
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",489.4
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",8
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",606.6
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of ownership of dwellings","Number of contracts",17
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",279.7
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",6
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",93.7
"2007","2nd quarter","Hiiu county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2007","2nd quarter","Hiiu county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2007","2nd quarter","Hiiu county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","2nd quarter","Hiiu county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","2nd quarter","Hiiu county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Ida-Viru county","Purchase-sale contracts total","Number of contracts",756
"2007","2nd quarter","Ida-Viru county","Purchase-sale contracts total","Value of contracts, thousand euros",20054.6
"2007","2nd quarter","Ida-Viru county","Purchase-sale contracts of real estate","Number of contracts",755
"2007","2nd quarter","Ida-Viru county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",20054.4
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",77
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",2256.5
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",124
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",3958.8
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of ownership of dwellings","Number of contracts",483
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",11679.8
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",71
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",2159.3
"2007","2nd quarter","Ida-Viru county","Purchase-sale contracts of right of superficies","Number of contracts",1
"2007","2nd quarter","Ida-Viru county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0.3
"2007","2nd quarter","Ida-Viru county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","2nd quarter","Ida-Viru county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
"2007","2nd quarter","Ida-Viru county","..purchase-sale contracts of non-residential buildings (premises)**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Jõgeva county","Purchase-sale contracts total","Number of contracts",291
"2007","2nd quarter","Jõgeva county","Purchase-sale contracts total","Value of contracts, thousand euros",4440.8
"2007","2nd quarter","Jõgeva county","Purchase-sale contracts of real estate","Number of contracts",291
"2007","2nd quarter","Jõgeva county","Purchase-sale contracts of real estate","Value of contracts, thousand euros",4440.8
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of unimproved registered immovables*","Number of contracts",146
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of unimproved registered immovables*","Value of contracts, thousand euros",1546
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of registered immovables with residential buildings","Number of contracts",35
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of registered immovables with residential buildings","Value of contracts, thousand euros",1414.2
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of ownership of dwellings","Number of contracts",84
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of ownership of dwellings","Value of contracts, thousand euros",1267.5
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Number of contracts",26
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of registered immovables with non-residential buildings (premises)","Value of contracts, thousand euros",213.1
"2007","2nd quarter","Jõgeva county","Purchase-sale contracts of right of superficies","Number of contracts",0
"2007","2nd quarter","Jõgeva county","Purchase-sale contracts of right of superficies","Value of contracts, thousand euros",0
"2007","2nd quarter","Jõgeva county","Purchase-sale contracts of movable assets**","Number of contracts",NA
"2007","2nd quarter","Jõgeva county","Purchase-sale contracts of movable assets**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of residential buildings**","Number of contracts",NA
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of residential buildings**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of dwellings**","Number of contracts",NA
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of dwellings**","Value of contracts, thousand euros",NA
"2007","2nd quarter","Jõgeva county","..purchase-sale contracts of non-residential buildings (premises)**","Number of contracts",NA
